Rating,Review Title
10,Amazing
4,Too bad
9,a good tv show
10,Show of the Year
10,UTTER BRILLIANCE
10,Great show
9,Different
10,Excellent! Mindblowing! Just wonderful !
8,Never meet your heroes
10,My Favourite Show.
7,"Oh why, oh why did you drop the ball!"
1,Starts out good but then gets preachy
10,So much better than any Marvel or DC bs
10,I cannot believe how perfect and amazing this show is!!
10,Unplug and take the red pill
8,First Season was a 10 and Second season is a 7.
10,READ! and Ye Shall Know!
10,Finally something that made me want to write a review
10,Surprising !
10,Fan-Tastic
7,Nice
1,One of the worst pacing tv show ever
8,Super heroes with a twist
